goos: linux
goarch: amd64
pkg: rsc.io/tmp/rsort
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkRandom/n=1048576/len=512/e=8/alg=sortWithTmp-32         	      12	  94913551 ns/op	         2.968 depth/op	16777216 B/op	       1 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     208	   5573260 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     208	   5720667 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     208	   5753843 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     220	   5754975 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=sortInPlace-32            	     207	   5756919 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      88	  14002519 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      84	  14363208 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      84	  13804130 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      85	  14122995 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      84	  14362315 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      82	  14331703 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      82	  14394121 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      84	  14399748 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      88	  13824849 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower/alg=slices.Sort-32            	      85	  13848591 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     348	   3422425 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     344	   3430770 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     349	   3425972 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     351	   3408184 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     345	   3433890 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     351	   3468850 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     348	   3408595 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     351	   3410719 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     349	   3413051 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortWithTmp-32    	     344	   3420038 ns/op	         5.619 depth/op	 1957888 B/op	       1 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     265	   4428860 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     270	   4425589 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     264	   4534891 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     270	   4522189 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     265	   4503508 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     265	   4439333 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     270	   4530945 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     266	   4433683 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     266	   4422726 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=sortInPlace-32    	     264	   4495941 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     296	   4133142 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     291	   4131631 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     289	   4040381 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     290	   4127483 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     291	   4052114 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     296	   4047749 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     296	   4136456 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     296	   4038233 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     296	   4130629 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=pgwlower.sortish/alg=slices.Sort-32    	     296	   4130091 ns/op	         5.619 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1165	   1042102 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1167	   1046057 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1156	   1045831 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1156	   1038066 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1158	   1040068 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1170	   1035847 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1146	   1045160 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1137	   1048200 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1170	   1040395 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortWithTmp-32          	    1182	   1034859 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1197	   1003098 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1190	   1002138 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1167	   1020620 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1171	   1028950 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1168	   1025322 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1167	   1029946 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1195	   1023428 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1173	   1026997 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1167	   1027116 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=sortInPlace-32          	    1173	   1030172 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     406	   2886819 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     406	   2948513 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     416	   2944932 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     420	   2951981 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     416	   2983890 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     405	   2961044 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     406	   2881551 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     406	   2886428 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     415	   2878549 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words/alg=slices.Sort-32          	     405	   2887394 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1602	    784018 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1562	    778336 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1545	    780886 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1534	    771397 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1563	    770222 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1532	    769141 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1522	    775624 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1533	    776048 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1531	    773787 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortWithTmp-32  	    1578	    776884 ns/op	         4.096 depth/op	  483328 B/op	       1 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1309	    907576 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1306	    912957 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1368	    922081 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1314	    922824 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1300	    915832 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1310	    881746 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1311	    912271 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1306	    882970 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1316	    921095 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=sortInPlace-32  	    1311	    882149 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1340	    898538 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1366	    894859 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1344	    867763 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1358	    895095 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1364	    894061 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1335	    895240 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1352	    882367 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1354	    894738 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1341	    888428 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=plan9words.sortish/alg=slices.Sort-32  	    1346	    895045 ns/op	         4.096 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   61627	     19675 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   60646	     19822 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   59958	     19937 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   61054	     19704 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   60792	     19649 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   60919	     19808 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   61267	     19710 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   60709	     19616 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   60921	     19827 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortWithTmp-32        	   60714	     19828 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   68079	     17895 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66854	     18000 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66560	     18040 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   68012	     17225 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66982	     17637 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66526	     17636 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   69886	     17882 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66931	     18010 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66999	     17225 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=sortInPlace-32        	   66830	     17982 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   52579	     22352 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   54044	     22987 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   52369	     22810 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   53341	     22299 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   52585	     22952 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   53733	     22943 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   53732	     22517 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   52311	     22374 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   53767	     22936 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles/alg=slices.Sort-32        	   52366	     22272 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   75061	     15526 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   76880	     15794 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   75816	     15811 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   75319	     15829 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   75340	     15884 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   76070	     15795 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   76321	     15829 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   74556	     15889 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   74599	     15766 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortWithTmp-32         	   75727	     15870 ns/op	         7.024 depth/op	   12288 B/op	       1 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   71760	     16635 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   73878	     15985 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   71757	     16763 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   73700	     16761 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   73838	     16272 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   71946	     16691 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   71766	     16589 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   73920	     16331 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   73472	     16587 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=sortInPlace-32         	   74059	     16595 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   86263	     13480 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   86308	     13952 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   86526	     14045 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   85003	     13902 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   88334	     13980 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   85827	     13640 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   88075	     14032 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   85532	     13710 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   86624	     13857 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=runtimefiles.sortish/alg=slices.Sort-32         	   85596	     13952 ns/op	         7.024 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  127135	      9539 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  124777	      9559 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  125966	      9539 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  127408	      9566 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  126410	      9570 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  123692	      9612 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  126193	      9541 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  126422	      9550 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  123609	      9636 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortWithTmp-32                          	  125011	      9602 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  160630	      7446 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  160545	      7466 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  157552	      7682 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  162061	      7469 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  161594	      7456 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  157652	      7469 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  160063	      7659 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  156656	      7478 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  157483	      7453 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=sortInPlace-32                          	  157624	      7638 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  151558	      8178 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  148341	      8032 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  150247	      8184 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  146845	      8024 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  146898	      8134 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  147686	      8207 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  150787	      8219 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  147699	      8150 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  147386	      8192 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std/alg=slices.Sort-32                          	  151737	      8002 ns/op	         9.610 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  144978	      8272 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
BenchmarkText/input=std.sortish/alg=sortWithTmp-32                  	  143510	      8299 ns/op	         9.610 depth/op	    4864 B/op	       1 allocs/op
